Order_ID,Order_Date,Customer_ID,Gender,Age,City,Product,Category,Quantity,Price,Discount,Total_Sales,Payment_Method,Rating
ORD10062,2025-05-10,CUST1476,Female,55.0,Chennai,Shoes,Fashion,5,2312,20.0,9248.0,Cash,2.0
ORD10063,2025-04-20,CUST1583,Female,39.0,Delhi,Phone,Electronics,3,3792,5.0,10807.2,Net Banking,3.0
ORD10064,2024-09-21,CUST1348,Female,56.0,Chennai,Shoes,Fashion,4,1837,10.0,6613.2,UPI,5.0
ORD10065,2025-02-20,CUST1500,Male,48.0,Lucknow,T-Shirt,Fashion,1,2077,,2077.0,Net Banking,1.0
ORD10066,2024-09-06,CUST1313,Female,48.0,Hyderabad,Phone,Electronics,3,1915,15.0,4883.25,Net Banking,
ORD10067,2024-11-09,CUST1257,Male,25.0,Pune,Chair,Furniture,3,3817,10.0,10305.9,Cash,1.0
ORD10068,2025-05-10,CUST1283,Female,24.0,Pune,Shoes,Fashion,2,1872,,3744.0,Cash,2.0
ORD10069,2024-05-09,CUST1280,Male,21.0,Chennai,Chair,Furniture,2,2576,0.0,5152.0,Card,
ORD10070,2024-10-18,CUST1480,Female,46.0,Hyderabad,Watch,Accessories,1,200,20.0,160.0,Card,1.0
ORD10071,2025-02-14,CUST1503,Male,,Delhi,Mixer,Home,4,1034,0.0,4136.0,Card,2.0
ORD10072,32-13-2024,CUST1620,Male,51.0,Jaipur,Mixer,Home,1,2133,0.0,2133.0,Net Banking,4.0
ORD10073,2024-03-02,CUST1624,Male,31.0,Pune,Mixer,Home,5,3612,10.0,16254.0,Cash,
ORD10074,32-13-2024,CUST1160,Male,44.0,Lucknow,Phone,Electronics,2,2064,5.0,3921.6,Net Banking,3.0
ORD10075,2024-10-16,CUST1719,Female,22.0,Pune,Laptop,Electronics,2,2460,,4920.0,Cash,
ORD10076,2024-08-18,CUST1663,Male,35.0,Bengaluru,T-Shirt,Fashion,4,1040,20.0,3328.0,UPI,1.0
ORD10077,2024-10-22,CUST1449,Male,47.0,Chennai,Shoes,Fashion,3,4974,,14922.0,Net Banking,3.0
ORD10078,2024-02-10,CUST1910,Female,38.0,Chennai,Watch,Accessories,4,758,20.0,2425.6,UPI,1.0
ORD10079,2024-10-02,CUST1590,Male,29.0,Lucknow,T-Shirt,Fashion,5,4909,0.0,24545.0,Net Banking,3.0
ORD10080,2025-05-18,CUST1992,Male,48.0,Hyderabad,Shoes,Fashion,5,3670,,18350.0,Net Banking,3.0
ORD10081,2025-02-25,CUST1710,Female,36.0,Jaipur,Chair,Furniture,-1,1417,10.0,1275.3,UPI,4.0
ORD10082,2024-04-28,CUST1993,Female,50.0,Delhi,Phone,Electronics,3,2167,10.0,5850.9,Net Banking,4.0
ORD10083,2025-05-25,CUST1640,Female,21.0,Pune,Laptop,Electronics,2,4347,10.0,7824.6,Cash,5.0
ORD10084,2025-05-11,CUST1124,Male,58.0,Pune,Shoes,Fashion,3,3689,,11067.0,Card,3.0
ORD10085,2024-08-18,CUST1861,Male,47.0,Mumbai,Laptop,Electronics,5,3442,0.0,17210.0,Card,4.0
ORD10086,2025-05-09,CUST1483,Male,47.0,Bengaluru,Mixer,Home,5,2339,15.0,9940.75,Net Banking,2.0
ORD10087,2024-12-14,CUST1956,Female,18.0,Chennai,Shoes,Fashion,1,2363,15.0,2008.55,Cash,5.0
ORD10088,2025-05-10,CUST1353,Female,53.0,Jaipur,Watch,Accessories,2,3758,20.0,6012.8,Net Banking,3.0
ORD10089,2024-08-27,CUST1876,Female,20.0,Hyderabad,T-Shirt,Fashion,2,4784,15.0,8132.8,Net Banking,
ORD10090,2024-02-07,CUST1129,Female,,Lucknow,Book,Books,4,1346,15.0,4576.4,UPI,5.0
ORD10091,2024-06-07,CUST1076,Female,34.0,Hyderabad,Watch,Accessories,1,1280,15.0,1088.0,Net Banking,
ORD10092,2024-11-20,CUST1641,Female,52.0,Delhi,Phone,Electronics,3,4471,15.0,11401.05,UPI,2.0
ORD10093,2024-04-10,CUST1778,Male,46.0,Bengaluru,Mixer,Home,2,840,15.0,1428.0,Cash,1.0
ORD10094,2025-01-02,CUST1383,Female,27.0,Pune,Laptop,Electronics,3,559,10.0,1509.3,Net Banking,5.0
ORD10095,2025-01-26,CUST1634,Male,49.0,Bengaluru,Shoes,Fashion,2,1534,0.0,3068.0,Card,4.0
ORD10096,2024-01-10,CUST1920,Female,36.0,Bengaluru,Mixer,Home,4,2191,,8764.0,UPI,4.0
ORD10097,2025-03-10,CUST1706,Female,47.0,Chennai,Chair,Furniture,5,2550,,12750.0,Card,4.0
ORD10098,2025-01-02,CUST1588,Female,36.0,Delhi,Watch,Accessories,1,2043,15.0,1736.55,Net Banking,3.0
ORD10099,2025-05-23,CUST1852,Female,32.0,Hyderabad,Laptop,Electronics,-1,501,20.0,2004.0,Card,
ORD10100,2024-05-20,CUST1643,Male,58.0,Delhi,T-Shirt,Fashion,5,2153,,10765.0,Cash,4.0
ORD10101,2024-05-14,CUST1092,Female,38.0,Jaipur,Laptop,Electronics,5,3088,,15440.0,Card,2.0
ORD10102,2025-05-28,CUST1935,Female,28.0,Chennai,Shoes,Fashion,5,unknown,20.0,12388.0,Net Banking,3.0
ORD10103,2024-05-24,CUST1772,Male,43.0,Hyderabad,Chair,Furniture,1,3936,0.0,3936.0,UPI,4.0
ORD10104,2025-04-10,CUST1377,Female,55.0,Jaipur,Laptop,Electronics,3,4495,0.0,13485.0,Cash,1.0
ORD10105,2024-12-01,CUST1937,Male,59.0,Mumbai,T-Shirt,Fashion,4,305,20.0,976.0,Net Banking,
ORD10106,2024-02-16,CUST1968,Male,37.0,Lucknow,Mixer,Home,4,1055,5.0,4009.0,UPI,1.0
ORD10107,2025-04-09,CUST1379,Female,55.0,Bengaluru,T-Shirt,Fashion,5,1211,15.0,5146.75,Net Banking,
ORD10108,2024-02-03,CUST1706,Female,31.0,Lucknow,Phone,Electronics,4,3443,10.0,12394.8,Net Banking,2.0
ORD10109,2025-01-02,CUST1062,Female,35.0,Pune,Chair,Furniture,1,3109,20.0,2487.2,UPI,4.0
ORD10110,2024-02-21,CUST1805,Female,33.0,Bengaluru,Phone,Electronics,2,4991,0.0,9982.0,Card,1.0
ORD10111,2024-12-02,CUST1792,Male,56.0,,T-Shirt,Fashion,5,1869,5.0,8877.75,Cash,2.0
ORD10112,2024-04-22,CUST1676,Male,26.0,Delhi,Shoes,Fashion,5,2153,5.0,10226.75,Cash,2.0
ORD10113,2024-02-23,CUST1129,Female,51.0,Mumbai,Chair,Furniture,1,1527,10.0,1374.3,UPI,4.0
ORD10114,2024-04-21,CUST1462,Male,57.0,Delhi,Watch,Accessories,3,4304,20.0,10329.6,Cash,4.0
ORD10115,2025-03-12,CUST1702,Male,49.0,Lucknow,Laptop,Electronics,1,4023,15.0,3419.55,UPI,1.0
ORD10116,2024-05-09,CUST1281,Female,42.0,Chennai,Chair,Furniture,5,1315,0.0,6575.0,Net Banking,5.0
ORD10117,2024-08-08,CUST1440,Female,32.0,Jaipur,Book,Books,1,1037,,1037.0,Cash,4.0
ORD10118,2025-03-13,CUST1320,Female,41.0,Bengaluru,Book,Books,4,878,10.0,3160.8,Net Banking,1.0
ORD10119,2024-04-08,CUST1762,Female,26.0,Delhi,Phone,Electronics,1,863,15.0,733.55,Cash,
ORD10120,2025-03-09,CUST1888,Male,36.0,Chennai,Phone,Electronics,4,2996,,11984.0,Cash,1.0
ORD10121,2024-04-20,CUST1358,Female,25.0,Chennai,T-Shirt,Fashion,2,4050,5.0,7695.0,Card,4.0
ORD10122,2024-07-03,CUST1279,Female,39.0,Hyderabad,Laptop,Electronics,5,2290,0.0,11450.0,UPI,2.0
ORD10123,2024-05-25,CUST1758,Male,23.0,Pune,Shoes,Fashion,5,3383,0.0,16915.0,Net Banking,4.0
ORD10124,2024-11-15,CUST1738,Female,54.0,Mumbai,Watch,Accessories,3,1389,10.0,3750.3,UPI,2.0
ORD10125,2024-03-24,CUST1278,Female,60.0,Jaipur,Shoes,Fashion,5,507,,2535.0,Net Banking,5.0
ORD10126,2025-06-08,CUST1116,Female,45.0,Mumbai,Watch,Accessories,4,2337,5.0,8880.6,Cash,
ORD10127,2024-08-13,CUST1404,Male,18.0,Pune,Watch,Accessories,5,2626,0.0,13130.0,Cash,2.0
ORD10128,2024-05-02,CUST1007,Female,45.0,Bengaluru,Shoes,Fashion,3,2471,10.0,6671.7,Card,4.0
ORD10129,2024-12-28,CUST1073,Female,20.0,Jaipur,T-Shirt,Fashion,5,4677,,23385.0,UPI,4.0
ORD10130,2025-02-18,CUST1726,Female,36.0,Mumbai,Phone,Electronics,3,4816,15.0,12280.8,Net Banking,1.0
ORD10131,2025-01-05,CUST1090,Female,24.0,Pune,Chair,Furniture,2,3869,,7738.0,Net Banking,5.0
ORD10132,2024-11-13,CUST1763,Female,32.0,Hyderabad,Book,Books,5,744,15.0,3162.0,Card,1.0
ORD10133,2024-12-23,CUST1359,Male,33.0,Mumbai,Phone,Electronics,5,4277,5.0,20315.75,Card,3.0
ORD10134,2024-03-18,CUST1181,Female,47.0,Lucknow,T-Shirt,Fashion,2,1352,,2704.0,Cash,
ORD10135,2025-04-25,CUST1452,Female,35.0,Delhi,Chair,Furniture,2,3702,0.0,7404.0,Cash,5.0
ORD10136,2024-02-08,CUST1058,Female,36.0,Mumbai,Phone,Electronics,3,3882,15.0,9899.1,UPI,5.0
ORD10137,2024-02-12,CUST1460,Male,38.0,Lucknow,Book,Books,4,4854,20.0,15532.8,Card,1.0
ORD10138,2024-03-27,CUST1516,Male,20.0,Pune,Watch,Accessories,1,2913,,2913.0,Net Banking,4.0
ORD10139,2025-01-31,CUST1418,Female,56.0,Delhi,Shoes,Fashion,3,3154,10.0,8515.8,Cash,1.0
ORD10140,2025-01-30,CUST1290,Female,60.0,Bengaluru,Chair,Furniture,1,4670,,4670.0,Cash,1.0
ORD10141,2025-02-05,CUST1132,Male,37.0,Jaipur,Shoes,Fashion,3,2641,,7923.0,Cash,2.0
ORD10142,2024-01-19,CUST1371,Female,29.0,Pune,Phone,Electronics,4,4265,10.0,15354.0,Cash,4.0
ORD10143,2024-03-20,CUST1302,Male,50.0,Delhi,T-Shirt,Fashion,2,1226,5.0,2329.4,Cash,5.0
ORD10144,2024-06-15,CUST1185,Male,46.0,Delhi,Shoes,Fashion,5,3186,5.0,15133.5,Net Banking,3.0
ORD10145,2025-04-04,CUST1239,Male,37.0,Lucknow,T-Shirt,Fashion,4,2434,,9736.0,Card,3.0
ORD10146,2025-05-29,CUST1540,Female,28.0,Pune,Watch,Accessories,4,2408,15.0,8187.2,Card,3.0
ORD10147,2024-04-15,CUST1728,Male,36.0,Mumbai,Laptop,Electronics,4,3140,20.0,10048.0,Card,3.0
ORD10148,2024-04-03,CUST1969,Male,46.0,Hyderabad,Watch,Accessories,5,1307,15.0,5554.75,UPI,4.0
ORD10149,2024-08-29,CUST1395,Male,41.0,Pune,Laptop,Electronics,4,4212,10.0,15163.2,UPI,3.0
ORD10150,2024-02-09,CUST1293,Female,26.0,Lucknow,Phone,Electronics,3,1296,5.0,3693.6,Net Banking,5.0
ORD10151,2024-08-08,CUST1855,Male,53.0,Jaipur,Laptop,Electronics,1,255,10.0,229.5,UPI,3.0
ORD10152,2024-09-01,CUST1429,Female,22.0,Mumbai,T-Shirt,Fashion,3,1098,0.0,3294.0,Net Banking,5.0
ORD10153,2024-05-27,CUST1298,Female,18.0,Hyderabad,Laptop,Electronics,5,4810,5.0,22847.5,Card,5.0
ORD10154,2025-01-04,CUST1069,Male,42.0,Lucknow,Book,Books,2,801,20.0,1281.6,UPI,
ORD10155,2024-01-17,CUST1365,Male,40.0,Pune,Book,Books,3,2177,,6531.0,UPI,5.0
ORD10156,2024-12-12,CUST1833,Male,47.0,Lucknow,Chair,Furniture,2,463,10.0,833.4,Card,2.0
ORD10157,2024-07-25,CUST1044,Male,20.0,Hyderabad,Phone,Electronics,4,402,10.0,1447.2,Cash,5.0
ORD10158,2024-02-07,CUST1771,Male,,Hyderabad,Book,Books,5,3978,10.0,17901.0,UPI,
ORD10159,2025-03-23,CUST1910,Female,46.0,Jaipur,Chair,Furniture,3,1119,10.0,3021.3,Cash,2.0
ORD10160,2024-09-30,CUST1820,Male,45.0,Mumbai,Watch,Accessories,4,3109,20.0,9948.8,Net Banking,5.0
ORD10161,2024-04-15,CUST1081,Female,60.0,Chennai,Shoes,Fashion,5,2506,10.0,11277.0,Cash,4.0
ORD10162,2025-04-02,CUST1043,Female,57.0,Jaipur,Book,Books,2,3736,10.0,6724.8,Cash,
ORD10163,2025-06-09,CUST1820,Male,19.0,Bengaluru,Laptop,Electronics,-1,3427,10.0,3084.3,Net Banking,1.0
ORD10164,2025-01-10,CUST1370,Female,54.0,Delhi,Shoes,Fashion,1,2033,,2033.0,Card,
ORD10165,2024-03-19,CUST1587,Male,51.0,Hyderabad,Watch,Accessories,3,3147,15.0,8024.85,Net Banking,3.0
ORD10166,2024-07-09,CUST1511,Female,53.0,Mumbai,Mixer,Home,2,1029,0.0,2058.0,Cash,3.0
ORD10167,2025-05-17,CUST1204,Male,26.0,Mumbai,Watch,Accessories,2,2439,,4878.0,Net Banking,2.0
ORD10168,2024-12-21,CUST1726,Male,53.0,Chennai,Watch,Accessories,1,2718,,2718.0,Cash,2.0
ORD10169,2024-05-04,CUST1205,Male,,Lucknow,Shoes,Fashion,3,4267,5.0,12160.95,UPI,3.0
ORD10170,2024-03-29,CUST1067,Female,43.0,Lucknow,Chair,Furniture,4,4619,5.0,17552.2,Net Banking,4.0
ORD10171,2024-03-16,CUST1460,Female,51.0,Hyderabad,Phone,Electronics,2,2697,,5394.0,Card,5.0
ORD10172,2024-02-26,CUST1851,Male,51.0,Bengaluru,Shoes,Fashion,2,3644,20.0,5830.4,Cash,2.0
ORD10173,2025-06-15,CUST1916,Female,23.0,Chennai,Shoes,Fashion,3,1947,10.0,5256.9,Card,
ORD10174,2024-04-05,CUST1514,Male,55.0,Bengaluru,Mixer,Home,2,2580,20.0,4128.0,Card,
ORD10175,2024-03-24,CUST1046,Female,59.0,Pune,Chair,Furniture,5,437,0.0,2185.0,Net Banking,5.0
ORD10176,2024-11-05,CUST1494,Male,43.0,Chennai,Laptop,Electronics,4,4569,10.0,16448.4,Net Banking,1.0
ORD10177,2025-05-10,CUST1475,Male,39.0,Bengaluru,Laptop,Electronics,2,3701,15.0,6291.7,Cash,
ORD10178,2025-01-14,CUST1527,Male,38.0,Pune,Chair,Furniture,3,3366,5.0,9593.1,Net Banking,1.0
ORD10179,2024-04-09,CUST1051,Female,42.0,Jaipur,Mixer,Home,4,2130,5.0,8094.0,Card,2.0
ORD10180,2024-06-12,CUST1510,Female,49.0,Chennai,Chair,Furniture,5,2661,5.0,12639.75,Net Banking,1.0
ORD10181,2024-09-03,CUST1220,Female,21.0,Delhi,Phone,Electronics,4,4240,15.0,14416.0,Cash,4.0
ORD10182,2024-04-20,CUST1441,Male,34.0,Hyderabad,Watch,Accessories,3,4496,0.0,13488.0,Net Banking,3.0
ORD10183,2024-07-18,CUST1371,Female,22.0,Jaipur,Laptop,Electronics,4,519,20.0,1660.8,Net Banking,5.0
ORD10184,2024-04-09,CUST1403,Female,39.0,Hyderabad,Mixer,Home,5,1073,5.0,5096.75,Card,2.0
ORD10185,2024-02-09,CUST1140,Female,48.0,Lucknow,Book,Books,5,429,0.0,2145.0,Card,5.0
ORD10186,2025-02-06,CUST1631,Female,55.0,Hyderabad,Shoes,Fashion,3,2709,5.0,7720.65,Net Banking,
ORD10187,2024-12-05,CUST1689,Male,44.0,Chennai,Mixer,Home,4,236,10.0,849.6,UPI,5.0
ORD10188,2024-08-21,CUST1738,Male,55.0,Lucknow,Watch,Accessories,3,4838,20.0,11611.2,Card,5.0
ORD10189,2024-04-22,CUST1195,Male,46.0,Hyderabad,Book,Books,2,2084,0.0,4168.0,Net Banking,2.0
ORD10190,2025-04-27,CUST1893,Male,,Pune,Book,Books,2,3461,20.0,5537.6,Cash,
ORD10191,2024-06-26,CUST1470,Female,52.0,Hyderabad,Watch,Accessories,5,3186,10.0,14337.0,Cash,5.0
ORD10192,2024-11-01,CUST1230,Female,36.0,Pune,Watch,Accessories,2,2119,10.0,3814.2,Net Banking,3.0
ORD10193,2024-10-07,CUST1294,Male,54.0,Jaipur,Watch,Accessories,3,4691,,14073.0,Net Banking,3.0
ORD10194,2024-03-21,CUST1354,Female,59.0,Chennai,Shoes,Fashion,3,444,10.0,1198.8,Net Banking,2.0
ORD10195,2024-10-05,CUST1140,Male,57.0,Pune,T-Shirt,Fashion,5,2321,20.0,9284.0,Card,1.0
ORD10196,2025-02-27,CUST1338,Female,24.0,Bengaluru,T-Shirt,Fashion,2,530,0.0,1060.0,UPI,5.0
ORD10197,2024-07-23,CUST1774,Female,38.0,Chennai,Shoes,Fashion,4,3996,15.0,13586.4,UPI,1.0
ORD10198,2025-03-03,CUST1903,Male,20.0,Jaipur,T-Shirt,Fashion,5,405,5.0,1923.75,Net Banking,2.0
ORD10199,2024-04-19,CUST1950,Female,36.0,Lucknow,Mixer,Home,1,175,10.0,157.5,Net Banking,2.0
ORD10200,2024-12-04,CUST1166,Female,59.0,Chennai,Watch,Accessories,3,1679,0.0,5037.0,Card,1.0
ORD10201,2024-07-16,CUST1179,Female,45.0,Hyderabad,Chair,Furniture,3,4751,,14253.0,UPI,4.0
ORD10202,2024-11-27,CUST1958,Male,18.0,Chennai,Phone,Electronics,2,1251,15.0,2126.7,Net Banking,2.0
ORD10203,2024-01-12,CUST1267,Female,33.0,Delhi,Watch,Accessories,3,2800,10.0,7560.0,UPI,4.0
ORD10204,2025-05-29,CUST1945,Female,25.0,Chennai,Mixer,Home,2,3421,,6842.0,Cash,5.0
ORD10205,2024-06-05,CUST1465,Female,44.0,Lucknow,T-Shirt,Fashion,2,1194,15.0,2029.8,Card,2.0
ORD10206,2025-01-05,CUST1079,Male,21.0,Pune,Phone,Electronics,5,3759,20.0,15036.0,Card,2.0
ORD10207,2024-07-29,CUST1734,Female,23.0,,Chair,Furniture,5,3719,0.0,18595.0,UPI,4.0
ORD10208,2024-02-29,CUST1572,Female,37.0,Delhi,Shoes,Fashion,5,3503,15.0,14887.75,Net Banking,3.0
ORD10209,2024-02-16,CUST1433,Female,22.0,Delhi,Laptop,Electronics,2,4837,0.0,9674.0,UPI,4.0
ORD10210,2024-05-18,CUST1784,Female,41.0,Jaipur,Laptop,Electronics,3,3449,5.0,9829.65,Net Banking,4.0
ORD10211,2024-12-22,CUST1121,Male,52.0,Jaipur,Book,Books,1,4517,5.0,4291.15,Card,
ORD10212,2025-04-19,CUST1689,Female,52.0,Jaipur,T-Shirt,Fashion,1,286,10.0,257.4,Card,2.0
ORD10213,2024-07-12,CUST1959,Male,20.0,Jaipur,Watch,Accessories,3,1370,10.0,3699.0,UPI,2.0
ORD10214,2024-02-04,CUST1457,Male,33.0,Delhi,T-Shirt,Fashion,1,926,20.0,740.8,Net Banking,4.0
ORD10215,2024-05-23,CUST1515,Female,32.0,Hyderabad,T-Shirt,Fashion,5,1879,0.0,9395.0,Cash,2.0
ORD10216,2025-02-27,CUST1307,Female,21.0,Bengaluru,Mixer,Home,2,4370,5.0,8303.0,Net Banking,5.0
ORD10217,2025-01-25,CUST1804,Female,,Jaipur,Watch,Accessories,1,2921,,2921.0,Card,3.0
ORD10218,2024-09-03,CUST1869,Male,37.0,Bengaluru,Book,Books,2,4506,15.0,7660.2,Net Banking,1.0
ORD10219,2024-05-17,CUST1397,Male,34.0,Pune,Book,Books,4,4665,20.0,14928.0,Cash,
ORD10220,2024-07-14,CUST1052,Female,42.0,Delhi,Phone,Electronics,4,3139,0.0,12556.0,UPI,2.0
ORD10221,2024-11-06,CUST1979,Male,31.0,Pune,T-Shirt,Fashion,4,1811,10.0,6519.6,UPI,
ORD10222,2024-09-02,CUST1565,Female,36.0,Jaipur,Watch,Accessories,2,1775,15.0,3017.5,Net Banking,5.0
